fund_id,fund_name,one_month,three_month,six_month,one_year,three_year,from_start
001539,嘉实中证金融地产ETF联接,-0.96%,11.97%,7.75%,9.06%,--,20.83%
001540,浙商汇金转型驱动,-1.69%,7.52%,3.55%,-5.72%,--,-24.20%
001541,汇添富民营新动力股票,0.00%,8.68%,7.94%,0.42%,--,-4.80%
001542,国泰互联网+股票,2.77%,20.93%,30.52%,38.16%,--,74.50%
001543,宝盈新锐混合,-2.43%,8.40%,13.37%,13.04%,--,16.20%
001545,博时裕嘉纯债,0.15%,0.91%,1.29%,1.72%,--,3.41%
001546,博时裕盈纯债债券,0.03%,2.03%,1.35%,-0.02%,--,5.07%
001547,兴业聚惠灵活配置混合A,-0.59%,1.28%,1.63%,2.34%,--,18.30%
001548,天弘上证50指数A,-0.01%,12.20%,13.12%,19.73%,--,2.08%
001549,天弘上证50指数C,-0.03%,12.15%,13.00%,19.45%,--,1.46%
001550,天弘中证医药100A,1.71%,1.08%,-4.70%,-8.63%,--,-27.26%
001551,天弘中证医药100C,1.67%,1.01%,-4.84%,-8.86%,--,-27.64%
001552,天弘中证证券保险A,-0.12%,14.31%,9.02%,8.18%,--,-17.73%
001553,天弘中证证券保险C,-0.13%,14.23%,8.89%,7.90%,--,-18.19%
001554,天弘中证全指运输A,0.77%,6.65%,1.99%,5.98%,--,-32.33%
001555,天弘中证全指运输C,0.75%,6.59%,1.86%,5.72%,--,-32.71%
001556,天弘中证全指房地产A,-1.57%,5.31%,-3.30%,-6.89%,--,-23.48%
001557,天弘中证全指房地产C,-1.59%,5.24%,-3.40%,-7.12%,--,-23.95%
001558,天弘中证大宗商品股票指数A,1.84%,21.64%,5.37%,10.57%,--,-16.86%
001559,天弘中证大宗商品股票指数C,1.82%,21.58%,5.25%,10.30%,--,-17.34%
001560,天弘中证移动互联网A,3.29%,7.68%,0.13%,-8.78%,--,-39.03%
001561,天弘中证移动互联网C,3.26%,7.60%,-0.02%,-9.01%,--,-39.42%
001563,华富健康文娱灵活配置混合,-2.21%,3.92%,-2.62%,-5.78%,--,-7.10%
001564,东方红京东大数据混合,0.23%,8.64%,7.50%,17.96%,--,33.30%
001565,永赢量化混合发起式,-0.61%,-1.09%,-0.37%,-2.97%,--,-18.20%
001566,南方利达A,0.00%,1.80%,1.60%,3.86%,--,7.70%
001567,南方利达C,0.00%,1.99%,1.70%,3.96%,--,7.70%
001568,泰达宏利增利混合,1.44%,3.36%,-1.11%,-1.60%,--,-1.60%
001569,泰信国策驱动灵活配置混合,2.08%,11.36%,-5.43%,-6.78%,--,-21.60%
001570,南方利安A,0.57%,1.64%,0.48%,2.43%,--,5.50%
001571,嘉合磐石A,0.18%,-0.36%,0.18%,-0.54%,--,11.20%
001572,嘉合磐石C,0.27%,0.82%,1.47%,0.64%,--,10.30%
001574,中海混改红利混合,2.35%,12.53%,17.44%,5.77%,--,-8.40%
001575,兴银稳健债券,0.16%,1.58%,1.27%,-1.60%,--,0.56%
001576,国泰智能装备股票,0.78%,--,--,--,--,3.40%
001577,嘉实低价策略股票,1.92%,12.85%,5.59%,17.37%,--,11.50%
001578,博时裕瑞纯债债券,0.18%,1.08%,1.03%,0.81%,--,5.82%
001579,国泰大农业股票,-0.50%,--,--,--,--,0.10%
001580,南方利安C,0.57%,1.64%,0.38%,2.43%,--,5.50%
001581,华安沪港深通精选灵活配置混合,0.70%,13.47%,15.75%,--,--,15.40%
001582,大成景辉灵活配置混合A,-0.28%,1.34%,1.53%,2.32%,--,6.00%
001583,安信新常态股票,0.82%,17.54%,24.29%,20.06%,--,23.30%
001584,国投瑞银新活力灵活配置混合,0.28%,2.39%,2.49%,3.08%,--,7.51%
001585,国投瑞银新活力灵活配置混合,-0.57%,1.25%,1.15%,2.13%,--,5.81%
001586,天弘中证100指数A,-0.65%,10.55%,11.99%,17.54%,--,0.40%
001587,天弘中证100指数C,-0.67%,10.47%,11.86%,17.24%,--,-0.18%
001588,天弘中证800指数A,0.64%,10.49%,6.38%,8.44%,--,-12.07%
001589,天弘中证800指数C,0.63%,10.43%,6.27%,8.19%,--,-12.53%
001590,天弘中证环保产业A,2.76%,3.99%,-2.69%,-3.67%,--,-20.03%
001591,天弘中证环保产业C,2.75%,3.92%,-2.81%,-3.92%,--,-20.51%
001592,天弘创业板A,5.87%,1.06%,-7.37%,-18.21%,--,-28.62%
001593,天弘创业板C,5.87%,1.00%,-7.47%,-18.43%,--,-29.16%
001594,天弘中证银行指数A,-1.12%,13.45%,9.39%,13.12%,--,9.05%
001595,天弘中证银行指数C,-1.13%,13.40%,9.26%,12.86%,--,8.41%
001596,信诚新泽A,1.27%,--,--,--,--,3.40%
001597,招商丰融混合A,-0.33%,5.09%,9.03%,10.32%,--,21.90%
001598,招商丰融混合C,-0.25%,5.00%,8.93%,10.03%,--,19.60%
001599,天弘中证高端装备制造A,1.18%,7.96%,-1.04%,-1.40%,--,-9.63%
001600,天弘中证高端装备制造C,1.15%,7.85%,-1.20%,-1.68%,--,-10.19%
001601,鑫元鑫新收益灵活配置混合A,0.15%,1.66%,0.45%,-0.25%,--,3.35%
001602,鑫元鑫新收益灵活配置混合C,0.01%,1.52%,0.11%,-0.88%,--,1.70%
001603,易方达安盈回报混合,-0.69%,6.48%,14.89%,--,--,15.00%
001604,浙商汇金转型升级灵活配置混合,4.44%,11.04%,5.39%,2.47%,--,3.60%
001605,国富沪港深成长精选股票,4.91%,17.30%,6.62%,-2.09%,--,-1.70%
001606,农银工业4.0混合,0.01%,12.87%,12.37%,15.42%,--,20.12%
001607,英大策略优选A,1.63%,9.76%,3.19%,11.88%,--,16.58%
001608,英大策略优选C,1.60%,9.66%,2.98%,-1.82%,--,0.85%
001609,平安大华鑫享混合A,0.09%,5.85%,4.47%,6.76%,--,12.20%
001610,平安大华鑫享混合C,0.09%,5.82%,4.55%,6.82%,--,12.70%
001611,天弘中证休闲娱乐指数A,1.58%,-0.93%,-11.46%,-18.67%,--,-40.04%
001612,天弘中证休闲娱乐指数C,1.55%,-1.00%,-11.58%,-18.88%,--,-40.36%
001613,长城久祥保本,2.30%,0.10%,1.09%,0.89%,0.39%,--
001614,东方区域发展混合,1.72%,8.78%,-5.10%,--,--,-6.68%
001615,中欧睿尚定期开放混合,0.47%,2.40%,1.91%,1.52%,--,6.60%
001616,嘉实环保低碳股票,-0.44%,14.54%,9.69%,12.91%,--,34.70%
001617,天弘中证电子指数A,1.64%,6.24%,6.53%,1.89%,--,-6.54%
001618,天弘中证电子指数C,1.63%,6.17%,6.39%,1.62%,--,-7.08%
001620,嘉实新机遇混合发起式,0.82%,8.09%,7.98%,9.26%,--,10.90%
001621,国金金腾通货币C,0.28%,0.85%,1.62%,2.79%,--,5.03%
001622,新华鑫锐混合,-0.65%,6.18%,4.86%,--,--,8.89%
001623,兴业国企改革混合,1.66%,10.02%,9.81%,16.28%,--,16.40%
001624,兴业添天盈货币A,0.33%,0.97%,1.87%,3.42%,--,5.73%
001625,兴业添天盈货币B,0.35%,1.03%,1.99%,3.66%,--,6.24%
001626,国泰央企改革股票,-1.58%,11.53%,9.56%,23.17%,--,18.00%
001628,招商体育文化休闲股票,1.96%,4.14%,-2.50%,-5.80%,--,-22.00%
001629,天弘中证计算机指数A,7.18%,6.78%,-3.46%,-15.80%,--,-33.41%
001630,天弘中证计算机指数C,7.15%,6.72%,-3.59%,-16.02%,--,-33.74%
001631,天弘中证食品饮料指数A,2.24%,10.13%,8.88%,14.49%,--,25.29%
001632,天弘中证食品饮料指数C,2.21%,10.06%,8.75%,14.21%,--,24.68%
001633,万家瑞祥混合A,0.87%,2.93%,3.69%,--,--,4.91%
001634,万家瑞祥混合C,0.85%,2.88%,3.58%,--,--,4.75%
001635,万家瑞益灵活配置混合A,0.19%,2.55%,3.27%,8.15%,--,16.26%
001636,万家瑞益灵活配置混合C,0.17%,2.35%,2.88%,7.42%,--,14.70%
001637,嘉实腾讯自选股大数据策略股票,0.82%,13.61%,1.28%,2.30%,--,11.00%
001638,前海开源优势蓝筹股票C,-1.75%,8.00%,10.02%,13.13%,--,12.00%
001639,嘉实新常态混合A,-0.10%,1.94%,2.14%,2.44%,--,4.90%
001640,嘉实新常态混合C,-0.19%,1.86%,1.86%,1.96%,--,4.10%
001641,富国绝对收益多策略混合,0.77%,0.97%,1.86%,3.17%,--,4.10%
001643,汇丰晋信智造先锋股票A,0.28%,9.08%,-5.46%,-0.89%,--,-2.49%
001644,汇丰晋信智造先锋股票C,0.25%,8.95%,-5.52%,-1.24%,--,-3.34%
001645,国泰大健康股票,1.91%,6.94%,15.00%,15.89%,--,49.50%
001647,天弘聚利灵活配置混合,-0.04%,1.49%,3.90%,--,--,5.75%
001648,工银新价值灵活配置混合,-0.40%,0.10%,--,--,--,0.20%
001649,工银工业4.0股票,0.60%,--,--,--,--,1.30%
