fund_id,fund_name,one_month,three_month,six_month,one_year,three_year,from_start
000781,国投岁增利一年定开债券A,0.19%,1.76%,1.46%,0.77%,--,15.05%
000783,博时月月盈短期理财债券A,0.35%,0.92%,0.92%,0.92%,--,1.25%
000782,国投岁增利一年定开债券C,0.10%,1.67%,1.28%,0.38%,--,13.87%
000785,华融现金增利货币A,0.31%,0.98%,1.84%,3.32%,--,9.14%
000784,博时月月盈短期理财债券R,0.35%,0.92%,1.59%,1.88%,--,2.21%
000786,华融现金增利货币B,0.33%,1.04%,1.96%,3.57%,--,9.90%
000787,华融现金增利货币C,0.31%,0.98%,1.84%,3.32%,--,9.15%
000788,前海开源中国成长混合,0.19%,0.77%,-8.52%,-7.79%,--,12.29%
000789,易方达龙宝货币A,0.35%,1.05%,2.02%,3.57%,--,10.57%
000790,易方达龙宝货币B,0.37%,1.11%,2.14%,3.82%,--,11.35%
000792,招商定期宝六个月期理财债券,0.40%,--,--,--,--,0.68%
000793,工银高端制造股票,1.72%,4.47%,-1.18%,-1.86%,--,0.50%
000794,宝盈睿丰创新混合A,1.52%,8.06%,-8.75%,-22.75%,--,27.30%
000796,宝盈睿丰创新混合C,1.39%,7.83%,-9.09%,-23.38%,--,17.00%
000797,方正富邦金小宝货币,0.34%,1.03%,1.96%,3.58%,--,10.50%
000798,民生加银家盈季度定期宝
000800,华商未来主题混合,0.00%,2.72%,-21.49%,-25.37%,--,-9.40%
000801,中金纯债A,0.27%,1.63%,2.00%,1.72%,--,12.30%
000802,中金纯债C,0.18%,1.47%,1.74%,1.28%,--,10.80%
000803,工银研究精选股票,1.03%,10.15%,2.55%,3.95%,--,36.70%
000791,银华双月定期理财债券A,0.36%,1.11%,2.09%,3.71%,--,11.20%
000805,中银新经济灵活配置混合,-0.61%,6.07%,-2.53%,-8.84%,--,31.00%
000808,招商招利1个月期理财债券A,0.36%,1.05%,2.05%,3.80%,--,11.49%
000809,招商招利1个月期理财债券B,0.36%,1.05%,2.05%,3.80%,--,11.70%
000810,富国收益增强债券A,-0.25%,2.99%,2.99%,2.27%,--,26.72%
000812,富国收益增强债券C,-0.34%,2.85%,2.67%,1.79%,--,25.20%
000813,鑫元合享分级债券,0.38%,2.14%,0.80%,1.15%,--,8.70%
000804,中信建投稳利保本,1.40%,0.10%,0.90%,1.30%,1.87%,--
000814,鑫元合享分级债券A
000815,鑫元合享分级债券B,0.45%,3.57%,0.97%,-2.07%,--,10.95%
000816,南方理财金交易型货币A,0.33%,1.00%,1.89%,3.29%,--,8.80%
000817,中银安心回报,0.20%,1.20%,1.50%,2.10%,--,11.64%
000818,诺安天天宝C,0.35%,1.03%,1.93%,3.24%,--,9.34%
000823,银华高端制造业,0.49%,5.68%,5.14%,0.00%,--,-18.20%
000822,东海美丽中国灵活配置,-0.81%,3.36%,4.34%,-1.10%,--,-1.50%
000824,圆信永丰双红利A,-0.58%,8.50%,11.88%,14.56%,--,134.22%
000825,圆信永丰双红利C,-0.67%,8.01%,11.23%,13.32%,--,125.41%
000826,广发百发100指数A,-0.44%,4.18%,-9.12%,-5.38%,--,14.81%
000827,广发百发100指数E,-0.45%,4.07%,-9.14%,-5.39%,--,14.57%
000828,泰达转型机遇,0.55%,10.19%,4.97%,5.09%,--,9.11%
000829,易方达天天发货币A,0.35%,1.04%,1.99%,--,--,2.08%
000831,工银医疗保健,0.82%,0.82%,4.45%,2.72%,--,36.00%
000832,天弘现金管家货币C,0.30%,0.94%,1.83%,3.18%,--,9.02%
000830,易方达天天发货币B,0.37%,1.10%,2.11%,--,--,2.21%
000834,大成纳斯达克100指数,-2.07%,-0.42%,5.51%,17.40%,--,41.70%
000835,华润元大富时中国A50指数,0.19%,12.75%,14.41%,22.14%,--,55.60%
000836,国投瑞银钱多宝货币A,0.38%,1.15%,2.17%,3.92%,--,10.14%
000837,国投瑞银钱多宝货币I,0.38%,1.15%,2.17%,3.92%,--,10.14%
000839,上投摩根纯债丰利债券A,0.20%,1.32%,0.10%,-2.64%,--,8.14%
000840,上投摩根纯债丰利债券C,0.10%,1.22%,-0.10%,-3.03%,--,7.19%
000841,富国新回报灵活配置A,0.00%,0.74%,0.09%,0.83%,--,9.10%
000833,易方达掌柜季季盈理财债券,0.38%,--,--,--,--,0.87%
000844,南方绝对收益,-0.21%,5.18%,3.68%,3.96%,--,20.44%
000843,富国新回报灵活配置C,-0.09%,0.65%,-0.18%,0.28%,--,8.10%
000845,国投瑞银信息消费混合,-0.15%,3.37%,2.90%,7.35%,--,79.45%
000846,中融货币C,0.30%,1.01%,2.00%,3.55%,--,11.07%
000847,中融货币A,0.28%,0.95%,1.88%,3.30%,--,10.31%
000848,工银添益快线货币,0.34%,1.02%,1.98%,3.51%,--,9.64%
000849,汇丰晋信双核策略A,-0.16%,8.77%,8.91%,19.97%,--,101.79%
000850,汇丰晋信双核策略C,-0.20%,8.66%,8.72%,19.51%,--,102.46%
000854,鹏华养老产业,-0.96%,9.02%,15.04%,17.39%,--,43.80%
000856,上投摩根天添盈货币B,0.32%,0.97%,1.86%,3.19%,--,8.16%
000857,上投摩根天添盈货币E,0.31%,0.95%,1.82%,3.10%,--,7.90%
000855,上投摩根天添盈货币A,0.30%,0.91%,1.74%,2.94%,--,7.45%
000860,银华惠增利货币,0.36%,1.06%,2.06%,3.56%,--,8.77%
000859,融通通瑞债券C,-0.29%,2.27%,2.48%,0.10%,--,3.50%
000862,富国天时货币C,0.30%,0.93%,1.64%,2.79%,--,8.63%
000861,长城货币E,0.33%,0.96%,1.82%,3.18%,--,8.08%
000863,富国天时货币D,0.25%,0.78%,1.39%,2.34%,--,7.65%
000865,大成景利混合,0.00%,3.69%,2.95%,11.96%,--,29.20%
000866,华宝兴业制造,1.21%,3.28%,-6.46%,-6.95%,--,25.90%
000867,华宝品质生活股票,-0.65%,5.91%,8.55%,8.29%,--,-5.47%
000868,国投瑞银增利宝货币A,0.34%,1.03%,1.98%,3.48%,--,9.75%
000870,嘉实新收益混合,0.64%,7.76%,1.13%,-5.69%,--,56.75%
000869,国投瑞银增利宝货币B,0.34%,1.03%,1.98%,3.51%,--,8.90%
000871,北信瑞丰宜投宝A,0.34%,0.99%,1.94%,3.25%,--,7.59%
000873,华安现金宝货币A,0.37%,1.07%,--,--,--,1.81%
000872,北信瑞丰宜投宝B,0.36%,1.06%,2.06%,3.50%,--,8.31%
000874,华安现金宝货币B,0.39%,1.13%,--,--,--,1.93%
000876,建信稳定得利债券C,0.17%,2.48%,2.21%,1.58%,--,15.80%
000875,建信稳定得利债券A,0.17%,2.54%,2.36%,1.92%,--,17.00%
000877,华泰柏瑞量化优选混合,1.32%,15.85%,14.36%,26.51%,--,69.42%
000878,中海医药健康产业混合A,0.33%,2.76%,9.55%,6.88%,--,22.70%
000879,中海医药健康产业混合C,0.25%,2.49%,9.04%,5.85%,--,19.40%
000882,中金现金管家A,0.32%,1.00%,1.93%,3.37%,--,8.48%
000883,中金现金管家B,0.34%,1.06%,2.05%,3.61%,--,9.19%
000884,民生加银优选,1.12%,3.80%,10.11%,10.32%,--,17.60%
000885,广发全球农业指数美元现汇,0.11%,1.71%,3.85%,7.22%,--,1.66%
000886,北信瑞丰无限互联主题灵活配,-0.64%,5.81%,-16.69%,-23.86%,--,-28.43%
000887,上投摩根稳进回报混合,0.30%,1.51%,2.22%,1.81%,--,19.28%
000889,上投摩根纯债添利债券A,0.10%,1.00%,1.10%,0.99%,--,6.74%
000880,富国研究精选灵活配置,0.82%,3.92%,3.05%,-1.67%,--,35.20%
000891,博时现金宝货币B,0.35%,1.05%,1.92%,3.36%,--,9.62%
000892,九泰天宝灵活配置混合A
000893,工银创新动力,-0.42%,-3.43%,-10.55%,-24.87%,--,-29.60%
000894,中欧睿达定期开放,0.51%,2.98%,2.53%,3.71%,--,17.50%
000895,国寿安保薪金宝货币,0.35%,1.04%,2.01%,3.66%,--,10.52%
000896,鑫元半年定期开放债券A,-0.09%,0.79%,0.24%,0.02%,--,-3.39%
000897,鑫元半年定期开放债券C,-0.09%,0.69%,0.02%,-0.42%,--,-4.44%
000890,上投摩根纯债添利债券C ,0.10%,0.90%,0.80%,0.49%,--,5.49%
000899,华富恒稳纯债债券C ,0.09%,1.11%,1.01%,1.29%,--,9.70%
000898,华富恒稳纯债债券A,0.09%,1.18%,1.18%,1.74%,--,11.10%
000901,国开货币A,0.33%,1.01%,1.94%,3.44%,--,9.09%
000900,新华阿鑫一号保本,7.20%,0.28%,1.90%,2.98%,5.10%,--
000903,新华活期添利货币A,0.36%,1.05%,2.03%,3.51%,--,8.82%
000902,国开货币B,0.35%,1.07%,2.07%,3.69%,--,9.76%
000904,银华回报灵活配置定期开放混,0.74%,6.92%,2.35%,8.13%,--,22.47%
000905,鹏华安盈宝货币,0.37%,1.12%,2.13%,3.72%,--,10.60%
000906,广发全球精选股票美元现汇,1.98%,9.49%,17.23%,24.77%,--,24.29%
000907,农银汇理红利日结货币A,0.31%,0.94%,1.79%,3.20%,--,8.96%
000908,农银汇理红利日结货币B,0.33%,1.00%,1.91%,3.44%,--,9.65%
000910,鑫元合丰纯债C,0.11%,0.81%,0.71%,2.72%,--,11.58%
000911,鑫元合丰纯债A,0.10%,0.89%,0.79%,-3.37%,--,20.50%
000912,英大现金宝货币,0.31%,0.98%,1.90%,3.60%,--,9.22%
000913,农银医疗保健股票,3.04%,0.75%,-10.20%,-13.35%,--,-4.70%
000914,中加纯债债券,0.31%,1.82%,2.29%,4.72%,--,13.81%
000916,前海开源股息率100强股票,-1.88%,7.92%,7.37%,11.17%,--,47.30%
000917,嘉实快线货币A,0.35%,1.04%,2.01%,3.52%,--,6.54%
000920,易方达财富快线货币Y ,0.35%,1.05%,2.02%,3.64%,--,9.98%
000921,中邮现金驿站A,0.33%,1.04%,2.01%,3.55%,--,9.23%
000923,中邮现金驿站C,0.33%,1.06%,2.06%,3.65%,--,9.76%
000922,中邮现金驿站B,0.33%,1.05%,2.03%,3.60%,--,9.45%
000925,汇添富外延增长主题,0.93%,15.64%,14.20%,7.93%,--,19.80%
000924,宝盈先进制造混合,3.96%,2.61%,-12.11%,-14.18%,--,2.30%
000926,中信建投睿信灵活配置混合A,-0.31%,5.86%,-9.71%,-8.94%,--,-4.20%
000927,博时大中华亚太精选美元现汇,-0.16%,8.68%,8.29%,22.57%,--,-2.24%
000928,中融国企改革混合,1.26%,5.92%,2.88%,5.69%,--,-3.40%
000929,博时黄金ETFD,1.66%,-0.04%,-0.34%,-2.61%,--,25.30%
000930,博时黄金ETFI,1.18%,-0.59%,-0.95%,-3.42%,--,15.26%
000931,国寿安保尊益信用纯债一年,0.29%,1.97%,1.66%,0.83%,--,11.83%
000932,前海开源睿远稳健增利混合A,-0.26%,-0.18%,-0.96%,0.53%,--,14.00%
000933,前海开源睿远稳健增利混合C,-0.36%,-0.45%,-1.24%,-0.18%,--,11.10%
000935,汇金转型成长,4.26%,10.48%,4.40%,-2.06%,--,-18.30%
000936,博时产业新动力混合,2.40%,7.22%,5.29%,15.78%,--,34.77%
000934,国富大中华精选混合,4.30%,14.41%,19.74%,36.95%,--,28.60%
000937,华商稳固添利债券A,-0.09%,1.50%,1.40%,0.65%,--,8.30%
000938,华商稳固添利债券C,-0.09%,1.42%,1.23%,0.09%,--,7.00%
000939,中银研究精选灵活配置混合,-1.24%,1.71%,-11.19%,-12.93%,--,-12.50%
000940,富国中小盘精选混合,-0.49%,9.61%,10.41%,1.33%,--,22.00%
000942,广发信息技术联接A,5.03%,5.26%,-1.77%,-9.46%,--,2.02%
000944,工银中高等级信用债债券B,-0.20%,2.77%,0.50%,-3.00%,--,0.20%
000945,华夏医疗健康混合A,0.88%,0.66%,-1.50%,-0.43%,--,38.00%
000946,华夏医疗健康混合C,0.81%,0.44%,-1.73%,-0.95%,--,36.20%
000948,华夏沪港通恒生ETF联接,1.08%,5.25%,11.55%,20.92%,--,18.47%
000950,易方达沪深300非银ETF联接,0.16%,14.36%,11.82%,14.21%,--,-12.50%
000951,中银理财90天债券A,0.36%,1.08%,--,--,--,1.90%
000952,中银理财90天债券B,0.39%,1.16%,--,--,--,2.04%
000943,工银中高等级信用债债券A,-0.10%,2.85%,0.70%,-2.60%,--,1.00%
000953,国泰睿吉灵活配置混合A,0.17%,6.52%,9.49%,10.83%,--,17.70%
000954,国泰睿吉灵活配置混合C,0.18%,6.49%,9.37%,10.65%,--,13.20%
000955,南方产业活力,0.68%,4.96%,-2.39%,-11.36%,--,18.60%
000958,东吴鼎元A,0.10%,1.94%,2.44%,3.45%,--,4.90%
000960,招商医药健康产业股票,2.53%,4.06%,3.44%,-2.50%,--,5.20%
000959,东吴鼎元C,-0.10%,1.84%,2.14%,3.04%,--,5.10%
000961,天弘沪深300指数,-0.03%,10.08%,8.42%,11.30%,--,9.50%
000962,天弘中证500指数,1.78%,8.23%,-2.10%,-1.98%,--,2.20%
000963,兴业多策略混合,2.91%,3.34%,-7.05%,-4.55%,--,23.90%
000965,汇丰晋信新动力混合,3.07%,5.71%,0.52%,-3.70%,--,-14.46%
000966,中邮核心科技创新灵活配置混合,-0.33%,4.52%,0.00%,-7.68%,--,-9.90%
000967,华泰柏瑞创新动力混合,1.50%,7.79%,9.43%,9.24%,--,21.79%
000968,广发养老指数A,0.91%,2.69%,2.37%,3.10%,--,2.31%
000969,前海开源大安全混合,0.29%,7.47%,-12.51%,-12.81%,--,2.10%
000970,东方红睿元混合,1.08%,10.92%,22.27%,32.82%,--,97.10%
000972,新华万银策略灵活配置混合,0.58%,7.22%,3.17%,7.22%,--,4.00%
000971,诺安新经济股票,-0.44%,-3.93%,-10.50%,-14.23%,--,-9.60%
000973,新华增盈回报债券,0.17%,2.64%,3.64%,4.57%,--,16.80%
000974,安信消费医药股票,0.66%,8.84%,14.16%,24.57%,--,37.90%
000975,MSCI中国A股ETF联接,0.38%,10.00%,6.45%,11.98%,--,5.60%
000976,长城新兴产业混合,2.35%,4.26%,1.64%,2.44%,--,17.60%
000978,景顺长城量化精选股票,2.02%,12.81%,3.91%,9.27%,--,46.20%
000977,长城环保主题混合,-1.50%,1.13%,2.60%,3.68%,--,-1.40%
000979,景顺长城沪港深精选股票,0.58%,6.98%,9.00%,17.74%,--,4.20%
000980,汇添富添富通货币B,0.33%,0.98%,1.83%,3.25%,--,8.27%
000981,北信瑞丰现金添利A,0.34%,0.99%,1.87%,3.07%,--,6.82%
000982,北信瑞丰现金添利B,0.36%,1.05%,1.99%,3.31%,--,7.48%
000985,嘉实逆向策略股票,-1.05%,8.03%,-1.14%,5.31%,--,13.00%
000984,民生加银新收益债券A,0.94%,7.18%,1.25%,-1.82%,--,-3.00%
000987,民生加银新收益债券C,0.94%,7.20%,1.26%,-2.02%,--,-3.20%
000986,太平灵活配置,0.00%,5.45%,3.11%,-2.25%,--,-30.40%
000988,嘉实全球互联网股票人民币,5.36%,13.17%,29.28%,38.78%,--,43.50%
000989,嘉实全球互联网股票美元现汇,6.63%,16.64%,33.27%,38.59%,--,31.80%
000990,嘉实全球互联网股票美元现钞,6.63%,16.64%,33.27%,38.59%,--,31.80%
000991,工银战略转型股票,0.85%,11.89%,4.68%,9.04%,--,7.30%
000992,广发对冲套利定期开放混合,0.00%,0.00%,-2.11%,-2.02%,--,11.60%
000993,华宝稳健回报混合,-0.72%,6.52%,3.43%,1.58%,--,-3.60%
000994,建信睿盈灵活配置混合A,-3.40%,-1.19%,0.51%,2.58%,--,-0.70%
000995,建信睿盈灵活配置混合C,-3.49%,-1.33%,0.21%,1.79%,--,-3.30%
000996,中银新动力股票,0.00%,8.64%,-2.90%,-8.94%,--,-19.50%
000997,南方双元A,-0.19%,1.97%,-0.29%,-3.45%,--,6.12%
000998,南方双元C,-0.29%,1.88%,-0.48%,-3.74%,--,5.61%
001001,华夏债券A/B,0.00%,2.34%,1.07%,-1.07%,13.32%,124.75%
001000,中欧明睿新起点混合,-1.53%,7.98%,6.42%,5.54%,--,2.80%
001003,华夏债券C,0.00%,2.35%,0.98%,-1.35%,12.23%,88.49%
001004,新华稳健回报混合发起式,-0.38%,4.76%,-5.94%,1.80%,--,-20.80%
001005,中海合鑫混合,-2.88%,0.16%,6.49%,-6.71%,--,-36.00%
001006,中信建投凤凰货币,0.31%,0.92%,1.81%,3.30%,--,6.99%
001007,国联安鑫安灵活配置混合,1.59%,4.29%,5.93%,7.02%,--,20.13%
001008,工银国企改革股票,-0.88%,11.14%,10.53%,13.87%,--,1.80%
001009,上投摩根安全战略股票,-0.41%,5.62%,8.08%,7.36%,--,-2.30%
001010,易方达增金宝货币,0.35%,1.04%,1.99%,3.62%,--,9.94%
001011,华夏希望债券A,0.35%,2.96%,1.96%,0.29%,23.84%,76.18%
001013,华夏希望债券C,0.27%,2.90%,1.89%,-0.06%,22.78%,71.22%
001014,中融融安混合,0.15%,2.55%,2.26%,3.23%,--,3.44%
001015,华夏沪深300指数增强A,-0.89%,9.65%,7.78%,14.36%,--,33.00%
001016,华夏沪深300指数增强C,-0.98%,9.51%,7.53%,13.78%,--,31.30%
001017,泰达改革动力混合A,0.52%,9.34%,1.84%,3.40%,--,45.49%
001018,易方达新经济混合,1.79%,9.64%,15.74%,16.29%,--,47.80%
001019,兴业年年利定开债,0.19%,2.15%,0.48%,-0.19%,--,10.45%
001021,华夏亚债中国指数A,-0.35%,0.99%,-0.62%,-3.11%,13.73%,23.89%
001026,诺安理财宝货币C,0.35%,1.04%,1.93%,3.29%,--,8.27%
001023,华夏亚债中国指数C,-0.45%,0.92%,-0.81%,-3.43%,12.59%,21.17%
001027,前海开源中证大农业指数增强,1.65%,8.53%,-7.17%,-11.30%,--,-26.20%
001028,华安物联网主题股票,1.78%,6.89%,-1.06%,-6.52%,--,-25.50%
001029,国投瑞银新动力混合,0.38%,3.13%,2.93%,4.92%,--,16.07%
001030,天弘云端生活优选,-0.13%,6.67%,1.43%,1.41%,--,-22.58%
001031,华夏安康优选债券A,-0.25%,3.68%,3.94%,2.65%,31.95%,38.42%
001034,华富旺财保本混合,2.10%,0.30%,1.19%,1.69%,2.46%,--
001033,华夏安康优选债券C,-0.17%,3.65%,3.83%,2.43%,30.83%,36.45%
001036,嘉实企业变革股票,-1.04%,5.57%,4.18%,1.39%,--,-5.20%
001035,中银恒利半年定开债,0.29%,2.28%,1.77%,0.71%,--,20.95%
001039,嘉实先进制造股票,-0.58%,6.83%,5.13%,8.45%,--,-14.00%
001037,国投瑞银锐意改革混合,-0.33%,5.55%,1.90%,6.16%,--,-8.70%
001040,新华策略精选股票,-2.16%,3.37%,-5.28%,0.21%,--,-4.90%
001042,华夏领先股票,3.26%,4.74%,-1.49%,-4.71%,--,-27.10%
001043,工银美丽城镇股票,-0.20%,11.07%,10.47%,10.47%,--,1.30%
001044,嘉实新消费股票,1.99%,10.00%,22.71%,26.88%,--,23.20%
001041,南方理财60天债券E,0.38%,1.08%,2.08%,3.69%,--,9.39%
001045,华夏可转债增强债券A,0.29%,9.94%,6.27%,--,--,5.10%
001046,华夏可转债增强债券I,--,--,--,--,--,0.00%
001048,富国新兴产业股票,-0.94%,7.81%,18.80%,18.69%,--,27.00%
001047,光大国企改革股票,2.70%,17.32%,10.29%,18.20%,--,10.40%
001051,华夏上证50ETF联接,-0.11%,11.54%,12.25%,19.81%,--,-11.10%
001050,汇添富成长多因子量化策略股票,2.74%,9.22%,-4.17%,-1.75%,--,12.50%
001052,华夏中证500ETF联接,1.83%,8.44%,-1.91%,-1.33%,--,-33.20%
001054,工银新金融股票,-0.59%,10.34%,5.80%,0.00%,--,0.30%
001053,南方创新经济,-1.89%,5.30%,8.43%,14.21%,--,9.30%
001056,北信瑞丰健康生活主题灵活配置,2.16%,3.38%,-3.17%,-1.97%,--,-5.30%
001055,博时产业债纯债债券A,0.00%,0.83%,1.02%,0.74%,--,9.00%
001057,华夏理财30天债券A,0.32%,1.08%,2.10%,3.68%,11.56%,21.27%
001058,华夏理财30天债券B,0.34%,1.14%,2.22%,2.90%,8.95%,18.94%
001060,前海开源高端装备制造混合,-2.12%,7.45%,6.42%,5.92%,--,11.00%
001059,中金绝对收益,-0.10%,2.22%,-0.98%,-2.96%,--,1.50%
001063,华夏海外收益债券C,-0.66%,-0.74%,1.52%,4.66%,26.08%,38.30%
001061,华夏海外收益债券A,-0.57%,-0.65%,1.74%,5.09%,27.63%,40.91%
001064,广发环保指数A,2.75%,3.66%,-2.22%,-1.51%,--,-24.40%
001065,华夏海外收益债券现汇,0.60%,2.39%,4.90%,4.99%,18.03%,33.05%
001066,华夏海外收益债券现钞,--,--,--,--,--,--
001067,鹏华弘盛混合A,-0.36%,2.62%,2.41%,3.51%,--,14.46%
001068,华融新锐灵活配置混合,0.00%,3.00%,3.23%,5.61%,--,-4.00%
001069,华泰柏瑞消费成长混合,1.03%,8.15%,-0.09%,-9.82%,--,7.50%
001071,华安媒体互联网混合,6.05%,11.82%,-7.53%,-15.69%,--,-5.40%
001070,建信信息产业股票,0.25%,11.05%,7.83%,5.51%,--,22.60%
001072,华安智能装备主题股票,4.49%,10.15%,2.95%,-1.01%,--,-2.30%
001073,华泰柏瑞量化绝对收益混合,-0.27%,2.24%,3.25%,7.07%,--,9.24%
001074,华泰柏瑞量化驱动混合,0.69%,14.87%,12.79%,22.70%,--,8.72%
001075,宝盈转型动力混合,-1.02%,2.71%,-7.08%,-5.93%,--,-31.80%
001076,易方达改革红利混合,0.76%,10.22%,10.37%,13.03%,--,-20.20%
001077,华夏现金宝货币A,0.32%,0.96%,1.83%,2.94%,8.96%,16.97%
001086,华富恒利债券A,-0.28%,2.63%,1.93%,1.83%,--,5.50%
001078,华夏现金宝货币B,0.34%,1.02%,1.95%,3.19%,5.94%,13.01%
001087,华富恒利债券C,-0.38%,2.55%,1.46%,1.16%,--,4.40%
001088,华宝国策导向混合,-1.03%,5.52%,1.59%,-5.67%,--,-23.50%
001092,广发生物科技指数(QDII,-6.12%,3.31%,3.54%,3.89%,--,-6.50%
001093,广发生物科技指数美元,-5.01%,6.45%,6.69%,3.77%,--,-13.87%
001095,国投瑞银添利宝货币B,0.33%,1.01%,1.97%,3.57%,--,7.36%
001094,国投瑞银添利宝货币A,0.33%,1.01%,1.97%,3.55%,--,7.40%
001097,华泰柏瑞积极优选股票,2.90%,11.32%,3.23%,3.90%,--,-36.10%
001096,国寿安保聚宝盆货币,0.35%,1.01%,1.96%,3.50%,--,8.83%
001101,银华惠添益货币,0.38%,0.99%,1.86%,3.17%,--,3.31%
001102,前海开源国家比较优势混合,-2.10%,5.88%,13.31%,13.21%,--,26.00%
001104,华安新丝路主题股票,-2.57%,7.68%,5.89%,20.19%,--,2.40%
001103,前海开源工业革命4.0混合,-0.37%,7.37%,8.12%,5.10%,--,9.20%
001106,华商健康生活混合,2.23%,6.88%,7.94%,6.23%,--,-9.63%
001105,信达澳银转型创新股票,0.14%,8.73%,9.23%,10.23%,--,-27.80%
001111,中欧瑾泉灵活配置混合C,0.27%,2.16%,2.43%,2.90%,--,11.85%
001112,东方红中国优势混合,-0.22%,8.35%,20.80%,29.08%,--,33.60%
001113,南方大数据100A,0.59%,10.39%,-3.07%,-6.48%,--,-12.05%
001115,广发聚安混合A,0.67%,3.77%,4.18%,5.35%,--,37.91%
001116,广发聚安混合C,0.68%,3.68%,4.10%,5.04%,--,20.48%
001117,中欧精选定期开放混合A,3.73%,10.23%,11.51%,15.09%,--,-13.80%
001110,中欧瑾泉灵活配置混合A,0.31%,2.29%,2.72%,3.47%,--,41.76%
001118,华宝事件驱动混合,-2.42%,4.61%,-1.89%,-4.47%,--,-27.40%
001119,国投瑞银新回报混合,-0.19%,1.62%,0.19%,2.11%,--,7.50%
001120,东方睿鑫热点挖掘混合A,0.82%,17.48%,6.31%,7.05%,--,-30.11%
001121,东方睿鑫热点挖掘混合C,0.74%,17.23%,5.85%,6.13%,--,-31.81%
001122,鹏华弘利混合A,0.11%,2.14%,2.41%,2.49%,--,11.36%
001123,鹏华弘利混合C,0.09%,2.07%,2.26%,2.17%,--,10.21%
001125,博时互联网主题灵活配置混合,2.89%,6.74%,9.36%,11.23%,--,-28.70%
001124,融通通泰保本混合C,-0.30%,0.00%,0.91%,0.91%,-0.60%,--
001126,上投摩根卓越制造股票,2.12%,6.65%,3.44%,2.85%,--,-27.80%
001127,中银宏观策略混合,-0.48%,7.39%,-3.55%,-6.86%,--,-37.50%
001128,宝盈新兴产业混合,1.22%,0.17%,-8.65%,-11.97%,--,-41.90%
001133,广发中证全指可选消费联接A,-0.58%,4.91%,-0.95%,2.34%,--,-17.78%
001134,广发天天利货币E,0.33%,1.02%,1.96%,3.47%,--,7.73%
001135,益民品质升级混合,-1.94%,5.03%,1.85%,-9.30%,--,-39.50%
001137,国投瑞银岁丰利一年债券A,0.40%,2.51%,1.49%,-0.19%,--,4.95%
001136,易方达裕如混合,-0.18%,2.08%,1.99%,1.62%,--,12.90%
001138,国投瑞银岁丰利一年债券C,0.30%,2.41%,1.29%,-0.48%,--,4.29%
001139,华安新动力灵活配置混合,0.09%,1.21%,1.78%,2.65%,--,8.40%
001140,工银总回报灵活配置混合,-1.54%,8.00%,0.52%,-4.48%,--,-4.10%
001141,泰达宏利创盈混合A,0.26%,4.69%,5.65%,8.01%,--,16.00%
001143,华商量化进取混合,-1.65%,4.38%,0.28%,0.28%,--,-28.50%
001142,泰达宏利创盈混合B,0.18%,4.60%,5.48%,7.07%,--,13.60%
001144,大成互联网思维混合,1.24%,3.43%,8.38%,8.09%,--,-18.50%
001146,中欧瑾源灵活配置混合A,-0.23%,2.41%,2.05%,2.23%,--,14.91%
001147,中欧瑾源灵活配置混合C,-0.28%,2.29%,1.75%,1.84%,--,7.14%
001148,申万菱信多策略灵活配置混合,0.10%,1.46%,2.46%,1.34%,--,10.25%
001150,融通互联网传媒灵活配置混合,0.00%,5.60%,1.21%,-8.88%,--,-41.50%
001149,汇丰晋信恒生龙头指数C,0.08%,11.06%,18.50%,31.24%,--,16.83%
001152,融通新区域新经济灵活配置混合,5.15%,5.57%,2.91%,-6.18%,--,-46.90%
001156,申万菱信新能源汽车混合,-0.63%,10.22%,3.38%,1.28%,--,-5.10%
001154,北信瑞丰平安中国主题灵活配,0.77%,8.86%,-5.43%,0.00%,--,4.40%
001158,工银新材料新能源股票,0.54%,12.29%,2.78%,-4.15%,--,-26.00%
001157,国联安睿祺灵活配置混合,-0.76%,0.46%,-1.30%,-4.82%,--,1.56%
001159,大成景秀灵活配置混合A,-1.11%,-0.19%,-0.47%,-0.09%,--,6.70%
001160,东方永润债券A,0.00%,1.09%,1.05%,4.17%,--,3.06%
001161,东方永润债券C,-0.04%,0.98%,0.84%,3.75%,--,2.11%
001162,前海开源优势蓝筹股票A,-1.64%,8.05%,10.39%,13.71%,--,2.00%
001163,银华中国梦30股票,-0.62%,4.67%,8.56%,8.56%,--,-3.60%
001164,中欧琪和灵活配置混合A,-0.14%,3.02%,4.04%,4.14%,--,15.59%
001165,中欧琪和灵活配置混合C,-0.18%,2.89%,2.86%,2.48%,--,11.40%
001166,建信环保产业股票,2.35%,3.56%,0.77%,1.42%,--,-21.50%
001167,金鹰科技创新股票,3.09%,7.74%,0.00%,-4.02%,--,-33.20%
001168,国投瑞银优选收益混合,0.09%,0.54%,3.40%,7.32%,--,13.77%
001169,国投瑞银新价值混合,-0.10%,3.60%,0.98%,2.68%,--,8.94%
001170,泰达宏利复兴混合,0.11%,10.82%,14.42%,14.42%,--,-11.90%
001171,工银养老产业股票,0.14%,1.16%,5.43%,3.86%,--,-30.10%
001172,鹏华弘泽混合A,0.07%,2.25%,2.54%,3.67%,--,11.60%
001173,中欧瑾和灵活配置混合A,0.09%,1.36%,-1.50%,3.33%,--,11.60%
001174,中欧瑾和灵活配置混合C,0.00%,1.29%,-1.79%,2.71%,--,9.80%
